     lat_deg     lon_deg    depth_km   length_km    width_km  slp_strk_m  slp_ddip_m    slp_am_m  strike_deg     dip_deg    rake_deg sig_stk_MPa sig_ddi_MPa sig_nrm_MPa
     32.4193    105.1044      1.9373      4.5808      4.5692     -3.6896      0.0000      3.6896    238.3004     57.9915    180.0000     -3.1432      0.1540     -0.5290
     32.4356    105.0828      5.6716      4.5802      4.5508     -3.2604     -0.0393      3.2607    238.3072     52.1572    179.3090     -2.7364      0.1244     -0.1976
     32.4541    105.0583      9.1189      4.5795      4.5330     -2.5570     -0.1112      2.5594    238.3154     46.7292    177.5092     -1.7116     -0.0539     -0.0541
     32.4743    105.0315     12.2724      4.5788      4.5165     -1.7716     -0.1690      1.7796    238.3246     41.7271    174.5507     -0.6347     -0.2524      0.0010
     32.4960    105.0026     15.1352      4.5780      4.5018     -1.0568     -0.1793      1.0719    238.3346     37.1557    170.3716      0.2322     -0.2900      0.0213
     32.5189    104.9720     17.7176      4.5772      4.4891     -0.5057     -0.1479      0.5269    238.3451     33.0075    163.7011      0.7791     -0.1718      0.0214
     32.5429    104.9402     20.0353      4.5763      4.4783     -0.1584     -0.1044      0.1897    238.3559     29.2660    146.6170      0.9706     -0.0138      0.0109
     32.5676    104.9072     22.1065      4.5754      4.4694     -0.0060     -0.0747      0.0749    238.3669     25.9081     94.5710      0.8255      0.0780     -0.0008
     32.5930    104.8734     23.9515      4.5745      4.4620      0.0114     -0.0647      0.0657    238.3779     22.9066     80.0000      0.4500      0.0751     -0.0077
     32.6188    104.8389     25.5906      4.5735      4.4560      0.0103     -0.0585      0.0594    238.3890     20.2326     80.0000      0.2559      0.0704     -0.0102
     32.6450    104.8038     27.0437      4.5726      4.4512      0.0092     -0.0523      0.0531    238.4000     17.8566     80.0000      0.1614      0.0594     -0.0104
     32.6716    104.7683     28.3299      4.5716      4.4473      0.0079     -0.0446      0.0453    238.4109     15.7498     80.0000      0.1050      0.0429     -0.0096
     32.6983    104.7324     29.4667      4.5706      4.4442      0.0055     -0.0313      0.0318    238.4218     13.8849     80.0000      0.0646      0.0360     -0.0082
     32.3954    105.0602      1.9375      5.2783      4.5816     -3.2139      0.0000      3.2139    236.4069     57.7540    180.0000     -1.2923      0.2099     -0.4052
     32.4117    105.0386      5.6721      5.2776      4.5672     -2.8629     -0.0166      2.8629    236.4135     51.9003    179.6680     -1.0867      0.2941     -0.1646
     32.4301    105.0142      9.1197      5.2769      4.5532     -2.2899     -0.0942      2.2919    236.4216     46.4638    177.6452     -0.5646      0.0794     -0.0599
     32.4503    104.9873     12.2734      5.2761      4.5403     -1.6381     -0.1789      1.6478    236.4307     41.4622    173.7687     -0.0431     -0.2009     -0.0155
     32.4720    104.9584     15.1363      5.2752      4.5288     -1.0176     -0.2199      1.0411    236.4406     36.8983    167.8081      0.4173     -0.3048      0.0065
     32.4950    104.9279     17.7188      5.2743      4.5188     -0.5100     -0.2148      0.5533    236.4509     32.7627    157.1623      0.7691     -0.2420      0.0133
     32.5189    104.8960     20.0364      5.2733      4.5104     -0.1676     -0.1883      0.2521    236.4616     29.0369    131.6712      0.9269     -0.1240      0.0106
     32.5436    104.8630     22.1075      5.2723      4.5034     -0.0025     -0.1642      0.1642    236.4724     25.6963     90.8767      0.8255     -0.0445      0.0051
     32.5690    104.8292     23.9524      5.2713      4.4977      0.0265     -0.1504      0.1528    236.4832     22.7129     80.0000      0.4970     -0.0375      0.0019
     32.5948    104.7947     25.5913      5.2703      4.4930      0.0238     -0.1353      0.1373    236.4940     20.0567     80.0000      0.2852     -0.0293      0.0012
     32.6211    104.7596     27.0443      5.2692      4.4892      0.0202     -0.1147      0.1164    236.5048     17.6979     80.0000      0.1815     -0.0104      0.0013
     32.6476    104.7241     28.3302      5.2681      4.4861      0.0159     -0.0903      0.0917    236.5155     15.6073     80.0000      0.1191      0.0114      0.0015
     32.6744    104.6883     29.4669      5.2670      4.4837      0.0128     -0.0728      0.0739    236.5262     13.7574     80.0000      0.0947     -0.0962      0.0019
     32.3704    105.0171      1.9377      4.5555      4.5921     -3.2047      0.0000      3.2047    234.6213     57.5572    180.0000     -1.1737      0.3244     -0.1826
     32.3867    104.9954      5.6727      4.5550      4.5810     -2.8725     -0.0068      2.8725    234.6277     51.6874    179.8653     -1.0487      0.5410      0.0119
     32.4051    104.9710      9.1206      4.5544      4.5703     -2.3144     -0.1011      2.3166    234.6356     46.2440    177.4989     -0.6027      0.2042      0.0234
     32.4253    104.9441     12.2745      4.5537      4.5603     -1.6596     -0.2068      1.6724    234.6445     41.2431    172.8960     -0.0691     -0.1600      0.0243
     32.4470    104.9152     15.1375      4.5530      4.5515     -1.0248     -0.2700      1.0598    234.6541     36.6855    165.2400      0.4472     -0.3186      0.0238
